Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP002126,Male,Yes,3+,Not Graduate,No,3334,0,71.78420477235204,360.0,1.0,Semiurban,N
LP001546,Male,No,0,Graduate,,3000,2082,117.71636399289484,360.0,1.0,Rural,Y
LP001693,Female,No,0,Graduate,No,3567,0,79.88219160696211,360.0,1.0,Urban,Y
LP001387,Female,Yes,0,Graduate,,2951,2328,135.52267669292482,360.0,1.0,Semiurban,Y
LP001790,Female,No,1,Graduate,No,3536,0,108.81601044937123,360.0,1.0,Rural,Y
LP001836,Female,No,2,Graduate,No,3239,0,140.17416730624623,360.0,1.0,Urban,N
LP002129,Male,Yes,0,Graduate,No,2341,2513,158.15451781745472,360.0,1.0,Semiurban,Y
LP001546,Male,No,0,Graduate,,3040,2118,124.83513620597131,360.0,1.0,Rural,Y
LP001936,Male,Yes,0,Graduate,No,3308,2351,140.76322567881715,360.0,1.0,Rural,Y
LP001903,Male,Yes,0,Graduate,No,4042,3396,208.2344780280162,360.0,1.0,Semiurban,Y
LP002898,Male,Yes,1,Graduate,No,1741,0,63.98156852555713,360.0,,Rural,N
LP002894,Female,Yes,0,Graduate,No,3344,0,40.06682146435578,360.0,1.0,Semiurban,Y
LP001030,Male,Yes,2,Graduate,No,1407,1146,14.428887571713751,120.0,1.0,Urban,Y
LP002082,Male,Yes,0,Graduate,Yes,5400,2330,182.39535851031144,360.0,1.0,Semiurban,Y
LP002315,Male,Yes,1,Graduate,No,7517,0,148.49116344577138,300.0,0.0,Semiurban,N
LP002103,,Yes,1,Graduate,Yes,10362,1799,183.59396636384372,180.0,1.0,Urban,Y
LP001316,Male,Yes,0,Graduate,No,3216,2817,133.3168411691159,360.0,1.0,Semiurban,Y
LP001643,Male,Yes,0,Graduate,No,2199,2128,61.203618141425345,360.0,,Rural,Y
LP002332,Male,Yes,0,Not Graduate,No,2143,2177,108.3785038471741,360.0,1.0,Rural,Y
LP001116,Male,No,0,Not Graduate,No,3392,1780,105.59629493671683,360.0,1.0,Semiurban,Y
LP001316,Male,Yes,0,Graduate,No,3238,2761,127.2264656519787,360.0,1.0,Semiurban,Y
LP001963,Male,Yes,1,Graduate,No,1952,3049,114.84572264135777,360.0,1.0,Urban,N
LP002409,Male,Yes,0,Graduate,No,8657,1969,176.89502494117176,360.0,1.0,Rural,Y
LP001349,Male,No,0,Graduate,No,5156,3687,155.7455647783284,360.0,1.0,Semiurban,Y
LP002624,Male,Yes,0,Graduate,No,21995,7171,483.43692588148434,360.0,,Urban,Y
LP002842,Male,Yes,1,Graduate,No,3094,1801,186.1187872430812,360.0,1.0,Urban,Y
LP002137,Male,Yes,0,Graduate,No,6565,4178,263.03424101382404,360.0,,Semiurban,Y
LP002231,Female,No,0,Graduate,No,5467,0,158.67752811585146,360.0,1.0,Urban,Y
LP002741,Female,Yes,1,Graduate,No,4470,2679,137.69841431515889,180.0,1.0,Semiurban,Y
LP002522,Female,No,0,Graduate,Yes,2289,0,88.64547181618393,360.0,,Urban,Y
LP002600,Male,Yes,1,Graduate,Yes,3137,0,94.41054180472932,360.0,1.0,Semiurban,Y
LP001888,Female,No,0,Graduate,No,3062,0,26.30542633521319,360.0,1.0,Urban,Y
LP001267,Female,Yes,2,Graduate,No,1256,1788,162.5126810319091,360.0,1.0,Urban,N
LP001698,Male,No,0,Not Graduate,No,4043,2388,59.77565027614076,360.0,1.0,Rural,Y
LP002219,Male,Yes,3+,Graduate,No,8703,5164,128.78026599786122,360.0,1.0,Rural,Y
LP001100,Male,No,3+,Graduate,No,13167,2716,319.16748235090336,360.0,1.0,Rural,N
LP002517,Male,Yes,1,Not Graduate,No,2479,1441,114.62846686337947,180.0,0.0,Rural,N
LP001945,Female,No,,Graduate,No,5928,0,141.18358403883366,480.0,0.0,Urban,N
LP002740,Male,Yes,3+,Graduate,No,6030,0,159.74819844028838,180.0,1.0,Rural,Y
LP002131,Male,Yes,2,Not Graduate,No,3276,2026,121.04794940068788,360.0,1.0,Urban,Y
LP001205,Male,Yes,0,Graduate,No,2597,4048,119.66764574783295,360.0,1.0,Urban,Y
LP001036,Female,No,0,Graduate,No,3292,0,73.82640729813019,360.0,0.0,Urban,N
LP002837,Male,Yes,3+,Graduate,No,3065,2650,120.27573736371727,360.0,0.0,Rural,N
LP002137,Male,Yes,0,Graduate,No,6864,4177,261.2591512726785,360.0,,Semiurban,Y
LP002984,Male,Yes,2,Graduate,No,7324,0,189.7937365045375,360.0,1.0,Urban,Y
LP002893,Male,No,0,Graduate,No,1911,34544,86.97392107685644,360.0,1.0,Urban,N
LP002941,Male,Yes,2,Not Graduate,Yes,6349,976,182.73856123884792,360.0,1.0,Rural,N
LP001894,Male,Yes,0,Graduate,No,2395,2081,146.6677467369827,360.0,1.0,Semiurban,Y
LP001137,Female,No,0,Graduate,No,3301,0,84.8704146231165,,1.0,Urban,Y
LP002877,Male,Yes,1,Graduate,No,1834,2248,111.39719640174545,360.0,1.0,Rural,Y
LP001843,Male,Yes,1,Not Graduate,No,2427,6471,274.7362707521022,180.0,1.0,Semiurban,Y
LP001698,Male,No,0,Not Graduate,No,3749,2535,50.71126056481885,360.0,1.0,Rural,Y
LP001195,Male,Yes,0,Graduate,No,2141,1728,98.4561521883509,360.0,1.0,Semiurban,Y
LP002789,Male,Yes,0,Graduate,No,3831,4093,135.0124813150744,180.0,0.0,Rural,N
LP002455,Male,Yes,2,Graduate,No,4083,0,94.83849121611004,360.0,1.0,Semiurban,Y
LP002408,Male,No,0,Graduate,No,3868,5488,188.06795801886815,360.0,1.0,Semiurban,Y
LP001644,,Yes,0,Graduate,Yes,713,5113,171.70586993323428,360.0,1.0,Rural,Y
LP001013,Male,Yes,0,Not Graduate,No,2272,1373,96.55653646222389,360.0,1.0,Urban,Y
LP002484,Male,Yes,3+,Graduate,No,7773,0,132.3673049249002,180.0,1.0,Urban,N
LP002143,Female,Yes,0,Graduate,No,2309,536,130.51420981662562,360.0,1.0,Semiurban,Y
LP001095,Male,No,0,Graduate,No,3284,0,75.84596290151389,360.0,1.0,Urban,N
LP002398,Male,No,0,Graduate,No,2104,1830,45.264412406508846,360.0,1.0,Semiurban,Y
LP001114,Male,No,0,Graduate,No,4512,7606,180.6057022718512,360.0,1.0,Urban,Y
LP002894,Female,Yes,0,Graduate,No,2852,0,38.23291824480291,360.0,1.0,Semiurban,Y
LP001316,Male,Yes,0,Graduate,No,2820,3027,133.45024909930294,360.0,1.0,Semiurban,Y
LP002933,,No,3+,Graduate,Yes,9238,0,291.17518679548414,360.0,1.0,Semiurban,Y
LP002684,Female,No,0,Not Graduate,No,3205,0,91.62123355266131,360.0,1.0,Rural,N
LP002288,Male,Yes,2,Not Graduate,No,2861,0,45.16386213743197,180.0,0.0,Urban,N
LP002618,Male,Yes,1,Not Graduate,No,3963,5337,142.0174735269592,360.0,,Rural,N
LP001760,Male,,,Graduate,No,4883,0,153.15369389439238,480.0,1.0,Semiurban,Y
LP002244,Male,Yes,0,Graduate,No,2312,2508,139.4340262905975,360.0,1.0,Urban,Y
LP002424,Male,Yes,0,Graduate,No,7234,8298,175.17159558896648,300.0,,Rural,Y
LP002144,Female,No,,Graduate,No,3862,0,119.21254099221463,180.0,1.0,Urban,Y
LP001241,Female,No,0,Graduate,No,4529,0,138.86803685257547,360.0,0.0,Semiurban,N
LP002345,Male,Yes,0,Graduate,No,956,2845,110.57118495035607,360.0,1.0,Rural,Y
LP002065,Male,Yes,3+,Graduate,No,16395,0,297.27941705797963,360.0,1.0,Rural,N
LP001761,Male,No,0,Graduate,Yes,6635,0,198.80925395871586,360.0,1.0,Rural,Y
LP002784,Male,Yes,1,Not Graduate,No,2339,2153,,360.0,1.0,Rural,Y
LP001896,Male,Yes,2,Graduate,No,4164,0,94.34410808779735,360.0,1.0,Semiurban,Y
LP001052,Male,Yes,1,Graduate,,3564,2889,151.97777820661477,360.0,,Semiurban,N
LP001798,Male,Yes,2,Graduate,No,5663,5145,118.50474864808139,360.0,1.0,Rural,Y
LP002211,Male,Yes,0,Graduate,No,4580,861,123.07155139937268,180.0,1.0,Urban,Y
LP001859,Male,Yes,0,Graduate,No,16075,1972,307.1058965332063,360.0,1.0,Rural,N
LP001931,Female,No,0,Graduate,No,4273,0,112.32991349736818,360.0,1.0,Semiurban,Y
LP001491,Male,Yes,2,Graduate,Yes,3115,3724,86.52706157313645,360.0,1.0,Urban,Y
LP002054,Male,Yes,2,Not Graduate,No,3543,1648,,360.0,1.0,Rural,Y
LP001586,Male,Yes,3+,Not Graduate,No,3588,0,85.5797255857715,180.0,1.0,Rural,N
LP002138,Male,Yes,0,Graduate,No,2642,6425,184.1823798484723,360.0,1.0,Rural,Y
LP001585,,Yes,3+,Graduate,No,49367,0,697.7163544088436,300.0,1.0,Urban,Y
LP001325,Male,No,0,Not Graduate,No,3296,0,21.94872696334486,120.0,1.0,Semiurban,Y
LP001289,Male,No,0,Graduate,No,9069,0,211.9332237547713,360.0,1.0,Urban,Y
LP002862,Male,Yes,2,Not Graduate,No,6715,1499,188.91578273392443,480.0,1.0,Semiurban,N
LP001197,Male,Yes,0,Graduate,No,3368,2061,130.66282114178566,360.0,1.0,Rural,N
LP002130,Male,Yes,,Not Graduate,No,3618,3280,150.17706647937374,360.0,0.0,Rural,N
LP002187,Male,No,0,Graduate,No,2386,0,99.33361715081567,480.0,1.0,Semiurban,N
LP001914,Male,Yes,0,Graduate,No,3898,751,108.42462471563549,360.0,1.0,Semiurban,Y
LP002236,Male,Yes,2,Graduate,No,4454,0,104.49678225457866,360.0,1.0,Urban,N
LP001241,Female,No,0,Graduate,No,4405,0,139.93293992552407,360.0,0.0,Semiurban,N
LP001744,Male,No,0,Graduate,No,2716,2833,139.15822227194604,360.0,1.0,Semiurban,Y
LP002053,Male,Yes,3+,Graduate,No,4647,206,128.20077071515078,360.0,1.0,Semiurban,N
LP002624,Male,Yes,0,Graduate,No,22156,6245,476.23186723230793,360.0,,Urban,Y
LP001682,Male,Yes,3+,Not Graduate,No,4094,0,,180.0,1.0,Urban,N
LP001947,Male,Yes,0,Graduate,No,2558,3586,171.53812257823122,360.0,1.0,Semiurban,Y
LP001319,Male,Yes,2,Not Graduate,No,3118,1846,76.22470170863724,360.0,1.0,Urban,Y
LP002743,Female,No,0,Graduate,No,2336,0,98.65525194924642,360.0,0.0,Semiurban,N
LP001356,Male,Yes,0,Graduate,No,4918,3859,,360.0,1.0,Semiurban,Y
LP001206,Male,Yes,3+,Graduate,No,3094,0,100.26585165062028,360.0,1.0,Urban,N
LP001186,Female,Yes,1,Graduate,Yes,12042,0,287.9545597798609,360.0,0.0,Urban,N
LP002231,Female,No,0,Graduate,No,5938,0,155.79812897464018,360.0,1.0,Urban,Y
LP001925,Female,No,0,Graduate,Yes,2648,1845,98.04083809128188,300.0,1.0,Semiurban,N
LP002140,Male,No,0,Graduate,No,8503,4026,311.021536487856,360.0,1.0,Rural,N
LP001123,Male,Yes,0,Graduate,No,2450,0,76.44155900058523,360.0,,Urban,Y
LP002435,Male,Yes,0,Graduate,,3200,1462,58.20708263166353,360.0,1.0,Rural,N
LP001666,Male,No,0,Graduate,No,9060,3751,187.48307879453907,360.0,1.0,Rural,Y
LP002287,Female,No,0,Graduate,No,1546,1937,104.35835346311639,360.0,0.0,Semiurban,N
LP002519,Male,Yes,3+,Graduate,No,4378,0,102.59350790163623,360.0,1.0,Semiurban,Y
LP001606,Male,Yes,0,Graduate,No,3702,1975,116.68121295767126,360.0,1.0,Rural,Y
LP002051,Male,Yes,0,Graduate,No,2327,2328,116.94280412918226,360.0,1.0,Semiurban,Y
LP002547,Male,Yes,1,Graduate,No,18086,0,495.19925436991184,360.0,1.0,Urban,N
LP002626,Male,Yes,0,Graduate,Yes,2312,2923,184.0982545664038,360.0,1.0,Urban,Y
LP001786,Male,Yes,0,Graduate,,5485,0,255.84212354136267,360.0,,Urban,N
LP002757,Female,Yes,0,Not Graduate,No,3060,618,103.93167872955718,360.0,,Semiurban,Y
LP002500,Male,Yes,3+,Not Graduate,No,2729,1695,68.71512943268462,180.0,0.0,Urban,N
LP002318,Female,No,1,Not Graduate,Yes,3619,0,64.67778793733626,360.0,1.0,Semiurban,N
LP001250,Male,Yes,3+,Not Graduate,No,4829,0,95.68883613616168,,0.0,Semiurban,N
LP001047,Male,Yes,0,Not Graduate,No,2477,2008,112.48935992607598,360.0,0.0,Semiurban,N
LP002931,Male,Yes,2,Graduate,Yes,5403,0,202.3613070497228,240.0,1.0,Semiurban,N
LP001478,Male,No,0,Graduate,No,2949,0,69.73180315774562,360.0,1.0,Semiurban,Y
LP001043,Male,Yes,0,Not Graduate,No,7125,0,107.71346569150194,360.0,0.0,Urban,N
LP002841,Male,Yes,0,Graduate,No,3466,1967,107.43457653693659,360.0,0.0,Urban,N
LP001507,Male,Yes,0,Graduate,No,2503,2230,117.25786686374809,360.0,1.0,Semiurban,Y
LP002840,Female,No,0,Graduate,No,2322,0,13.909285835550826,360.0,1.0,Urban,N
LP001205,Male,Yes,0,Graduate,No,2600,3917,120.94947776741525,360.0,1.0,Urban,Y
LP001606,Male,Yes,0,Graduate,No,3439,1769,117.84350019159145,360.0,1.0,Rural,Y
LP002515,Male,Yes,1,Graduate,Yes,3720,2002,163.95095433783817,360.0,1.0,Semiurban,Y
LP001963,Male,Yes,1,Graduate,No,1885,2902,113.4128659704287,360.0,1.0,Urban,N
LP002305,Female,No,0,Graduate,No,4119,0,115.27684278352562,360.0,1.0,Semiurban,Y
LP002888,Male,No,0,Graduate,,3307,3195,162.75001964985515,360.0,1.0,Urban,Y
LP001925,Female,No,0,Graduate,Yes,2352,1561,98.1699454422134,300.0,1.0,Semiurban,N
LP001279,Male,No,0,Graduate,No,2134,2517,134.0744516951159,360.0,1.0,Semiurban,Y
LP001641,Male,Yes,1,Graduate,Yes,2106,0,63.33769054992236,300.0,0.0,Rural,N
LP002472,Male,No,2,Graduate,No,4513,0,136.57289676625885,360.0,1.0,Rural,Y
LP001572,Male,Yes,0,Graduate,No,8592,0,71.6529594793693,180.0,1.0,Urban,Y
LP002911,Male,Yes,1,Graduate,No,2525,1976,146.02158133867394,360.0,0.0,Rural,N
LP001798,Male,Yes,2,Graduate,No,5962,4777,117.55703831434934,360.0,1.0,Rural,Y
LP002305,Female,No,0,Graduate,No,4730,0,119.4829398190883,360.0,1.0,Semiurban,Y
LP001552,Male,Yes,0,Graduate,No,4980,5080,255.1780095992209,360.0,1.0,Semiurban,Y
LP001947,Male,Yes,0,Graduate,No,2462,3015,172.78650746799897,360.0,1.0,Semiurban,Y
LP001243,Male,Yes,0,Graduate,No,3296,3242,170.09290861054296,360.0,1.0,Urban,Y
LP001894,Male,Yes,0,Graduate,No,2403,2415,150.8841306097347,360.0,1.0,Semiurban,Y
LP002640,Male,Yes,1,Graduate,No,6399,1969,252.34635299214776,360.0,1.0,Semiurban,Y
LP002390,Male,No,0,Graduate,No,4074,0,102.81921468021316,360.0,1.0,Urban,Y
LP002144,Female,No,,Graduate,No,3790,0,118.90409966234068,180.0,1.0,Urban,Y
LP002409,Male,Yes,0,Graduate,No,8050,1992,176.58997909966877,360.0,1.0,Rural,Y
LP002767,Male,Yes,0,Graduate,No,2920,1968,159.45893795739144,360.0,1.0,Rural,Y
LP002051,Male,Yes,0,Graduate,No,2259,2207,117.71829134773537,360.0,1.0,Semiurban,Y
LP002473,Male,Yes,0,Graduate,No,8529,0,156.85788210890925,360.0,1.0,Semiurban,N
LP002544,Male,Yes,1,Not Graduate,No,1969,2673,133.20579573919068,360.0,1.0,Rural,Y
LP002807,Male,Yes,2,Not Graduate,No,3762,248,109.16465742428272,360.0,1.0,Semiurban,Y
LP001903,Male,Yes,0,Graduate,No,4037,3503,208.50011933802057,360.0,1.0,Semiurban,Y
LP001245,Male,Yes,2,Not Graduate,Yes,2042,1705,99.91180331833255,360.0,1.0,Semiurban,Y
LP001478,Male,No,0,Graduate,No,2504,0,74.84098360871361,360.0,1.0,Semiurban,Y
LP001253,Male,Yes,3+,Graduate,Yes,4751,1849,185.48798546749595,360.0,1.0,Semiurban,Y
LP001814,Male,Yes,2,Graduate,No,9719,0,111.21661517274957,360.0,1.0,Urban,Y
LP001726,Male,Yes,0,Graduate,No,3811,1881,126.76844236504233,360.0,1.0,Semiurban,Y
LP001327,Female,Yes,0,Graduate,No,2313,2277,134.962057668512,360.0,1.0,Semiurban,Y
LP002524,Male,No,2,Graduate,No,5809,4236,157.69140601668792,360.0,1.0,Rural,Y
LP002337,Female,No,0,Graduate,No,3158,0,57.112175860920885,360.0,1.0,Urban,Y
LP002706,Male,Yes,1,Not Graduate,No,4814,1520,158.49135666797537,360.0,0.0,Semiurban,Y
LP001043,Male,Yes,0,Not Graduate,No,7192,0,102.42615892670491,360.0,0.0,Urban,N
LP001708,Female,No,0,Graduate,No,10996,0,210.84083919853464,360.0,1.0,Semiurban,N
LP002114,Female,No,0,Graduate,No,3784,0,67.61390837407545,360.0,1.0,Semiurban,Y
LP001144,Male,Yes,0,Graduate,No,5305,0,148.48703947125188,360.0,1.0,Urban,Y
LP001197,Male,Yes,0,Graduate,No,3417,2369,130.5870601997749,360.0,1.0,Rural,N
LP002562,Male,Yes,1,Not Graduate,No,5404,1203,186.73886497537555,360.0,,Urban,Y
LP002266,Male,Yes,2,Graduate,No,3203,1426,114.74828102346471,360.0,1.0,Urban,Y
LP002284,Male,No,0,Not Graduate,No,3847,1534,105.54221748934208,360.0,1.0,Rural,Y
LP002990,Female,No,0,Graduate,Yes,4265,0,135.50778723807403,360.0,0.0,Semiurban,N
LP002500,Male,Yes,3+,Not Graduate,No,2935,1560,71.338164127334,180.0,0.0,Urban,N
LP001562,Male,Yes,0,Graduate,No,7408,0,270.81147767770324,360.0,1.0,Urban,N
LP002877,Male,Yes,1,Graduate,No,1610,2185,102.10227650694691,360.0,1.0,Rural,Y
LP002459,Male,Yes,0,Graduate,No,4063,0,115.71893085318112,360.0,1.0,Urban,Y
LP002366,Male,Yes,0,Graduate,No,2410,4572,124.98069488796774,360.0,1.0,Rural,Y
LP001940,Male,Yes,2,Graduate,No,2868,1694,133.57075716274323,360.0,1.0,Urban,Y
LP002501,,Yes,0,Graduate,No,15035,0,114.22844179899079,360.0,1.0,Semiurban,Y
LP002002,Female,No,0,Graduate,No,2859,0,82.38625418030442,360.0,1.0,Semiurban,Y
LP002588,Male,Yes,0,Graduate,No,4554,2960,115.29926239232717,12.0,,Urban,Y
LP002493,Male,No,0,Graduate,No,3830,0,101.53318405793857,360.0,0.0,Semiurban,N
LP002785,Male,Yes,1,Graduate,No,3200,2990,153.0208295482341,360.0,1.0,Urban,Y
LP001585,,Yes,3+,Graduate,No,51785,0,701.8661182466266,300.0,1.0,Urban,Y
LP001123,Male,Yes,0,Graduate,No,2477,0,76.53940557604415,360.0,,Urban,Y
LP001574,Male,Yes,0,Graduate,No,4016,2959,180.63531919563619,,1.0,Rural,Y
LP001157,Female,No,0,Graduate,No,2805,0,124.4621727232954,360.0,1.0,Semiurban,Y
LP002126,Male,Yes,3+,Not Graduate,No,3059,0,76.61429569256951,360.0,1.0,Semiurban,N
LP002487,Male,Yes,0,Graduate,No,3205,2304,151.00786000358576,360.0,1.0,Rural,Y
LP002792,Male,Yes,1,Graduate,No,5090,1117,29.48336895918313,360.0,1.0,Semiurban,Y
LP001998,Male,Yes,2,Not Graduate,No,7294,0,188.0026860986088,360.0,,Rural,Y
LP002794,Female,No,0,Graduate,No,2663,1727,81.38124010018227,360.0,,Urban,Y
LP002142,Female,Yes,0,Graduate,Yes,5840,0,106.11882790883699,360.0,0.0,Rural,N
LP001213,Male,Yes,1,Graduate,No,4641,0,,360.0,0.0,Rural,N
LP001877,Male,Yes,2,Graduate,No,4350,1520,153.18983038786791,360.0,1.0,Semiurban,Y
LP001529,Male,Yes,0,Graduate,Yes,2551,4051,148.3427936712292,360.0,1.0,Rural,Y
LP002031,Male,Yes,1,Not Graduate,No,3170,1517,111.84685583062866,180.0,1.0,Urban,Y
LP001653,Male,No,0,Not Graduate,No,5101,0,47.400259111732424,360.0,1.0,Rural,Y
LP001164,Female,No,0,Graduate,No,3894,0,107.31826862379873,360.0,1.0,Semiurban,N
LP002877,Male,Yes,1,Graduate,No,1759,2428,111.4017577760876,360.0,1.0,Rural,Y
LP001398,Male,No,0,Graduate,,5122,0,119.19118139727425,360.0,1.0,Semiurban,Y
LP002847,Male,Yes,,Graduate,No,5416,1517,160.44323783666022,360.0,0.0,Urban,N
LP001310,Male,Yes,0,Graduate,No,5787,4379,173.90024385117457,360.0,1.0,Semiurban,Y
LP002444,Male,No,1,Not Graduate,Yes,2722,1529,194.669066516711,360.0,,Semiurban,N
LP002288,Male,Yes,2,Not Graduate,No,3169,0,46.43589461742229,180.0,0.0,Urban,N
LP001131,Male,Yes,0,Graduate,No,4104,2258,131.0042535572419,360.0,1.0,Semiurban,Y
LP002140,Male,No,0,Graduate,No,8919,4255,303.9810222245693,360.0,1.0,Rural,N
LP001205,Male,Yes,0,Graduate,No,2361,4149,122.82912041595037,360.0,1.0,Urban,Y
LP002943,Male,No,,Graduate,No,3197,0,86.11254952953027,360.0,0.0,Semiurban,N
LP001892,Male,No,0,Graduate,No,3049,1701,129.37617484334834,360.0,1.0,Rural,Y
LP001179,Male,Yes,2,Graduate,No,4490,0,134.33644147009713,360.0,1.0,Urban,N
LP001870,Female,No,1,Graduate,No,3172,0,154.21612276185084,36.0,1.0,Semiurban,N
LP002931,Male,Yes,2,Graduate,Yes,6440,0,203.73893543761616,240.0,1.0,Semiurban,N
LP002585,Male,Yes,0,Graduate,No,3924,2260,120.27611280549013,360.0,0.0,Rural,N
LP002335,Female,Yes,0,Not Graduate,No,2256,2981,173.0641855631838,360.0,0.0,Semiurban,N
LP002050,Male,Yes,1,Graduate,Yes,10905,0,150.1480724012521,360.0,1.0,Rural,N
LP001977,Male,Yes,1,Graduate,No,1592,1938,94.1102637652457,360.0,1.0,Urban,Y
LP002211,Male,Yes,0,Graduate,No,4458,948,123.77495150201027,180.0,1.0,Urban,Y
LP002004,Male,No,0,Not Graduate,No,3143,2550,107.37870037763905,360.0,1.0,Semiurban,Y
LP001749,Male,Yes,0,Graduate,No,8227,964,174.7995744314607,,1.0,Semiurban,Y
LP002776,Female,No,0,Graduate,No,4966,0,104.33670588135062,360.0,0.0,Semiurban,N
LP001692,Female,No,0,Not Graduate,No,4833,0,119.8560897173822,360.0,1.0,Semiurban,Y
LP002191,Male,Yes,0,Graduate,No,20976,5676,566.1071532238042,360.0,1.0,Rural,N
LP002683,Male,No,0,Graduate,No,4583,2008,181.59996525722116,360.0,1.0,Semiurban,N
LP001050,,Yes,2,Not Graduate,No,3222,2081,113.50583233709662,360.0,0.0,Rural,N
LP001716,Male,Yes,0,Graduate,No,3336,3182,138.65017241896183,360.0,1.0,Urban,Y
LP001788,Female,No,0,Graduate,Yes,3148,0,125.08743402546227,360.0,,Urban,Y
LP001819,Male,Yes,1,Not Graduate,No,6933,0,135.22762925671472,180.0,1.0,Urban,Y
LP001379,Male,Yes,2,Graduate,No,3914,3297,219.0077288999731,360.0,0.0,Urban,N
LP001671,Female,Yes,0,Graduate,No,3091,2793,111.41947992304468,360.0,,Semiurban,Y
LP002948,Male,Yes,2,Graduate,No,5372,0,192.25034351212977,360.0,1.0,Urban,Y
LP002941,Male,Yes,2,Not Graduate,Yes,6013,988,183.91974525168294,360.0,1.0,Rural,N
LP001953,Male,Yes,1,Graduate,No,6962,0,200.541343352185,360.0,1.0,Semiurban,Y
LP002129,Male,Yes,0,Graduate,No,2608,2402,161.81175513006352,360.0,1.0,Semiurban,Y
LP002533,Male,Yes,2,Graduate,No,3142,1519,,360.0,1.0,Urban,N
LP001637,Male,Yes,1,Graduate,No,30870,0,257.28825396986855,360.0,1.0,Semiurban,N
LP002368,Male,Yes,2,Graduate,No,6428,0,132.35471096614106,360.0,1.0,Semiurban,Y
LP002959,Female,Yes,1,Graduate,No,12319,0,497.8473605024924,360.0,1.0,Semiurban,Y
LP002863,Male,Yes,3+,Graduate,No,6492,0,153.20960155736412,360.0,1.0,Semiurban,N
LP002571,Male,No,0,Not Graduate,No,3940,0,111.11524166742858,360.0,1.0,Rural,Y
LP001749,Male,Yes,0,Graduate,No,7363,1062,170.67417753710654,,1.0,Semiurban,Y
LP002862,Male,Yes,2,Not Graduate,No,5781,1747,184.20266053150493,480.0,1.0,Semiurban,N
LP002916,Male,Yes,0,Graduate,No,2451,1507,103.65737872836215,360.0,1.0,Urban,Y
LP001883,Female,No,0,Graduate,,3298,0,132.81418998041687,360.0,1.0,Rural,N
LP002602,Male,No,0,Graduate,No,5941,4851,208.57949592548323,360.0,0.0,Rural,N
LP001953,Male,Yes,1,Graduate,No,6435,0,200.77653863649695,360.0,1.0,Semiurban,Y
LP002940,Male,No,0,Not Graduate,No,3969,0,108.59393819802621,360.0,1.0,Rural,Y
LP001241,Female,No,0,Graduate,No,4707,0,139.61957266259276,360.0,0.0,Semiurban,N
LP001322,Male,No,0,Graduate,No,4356,0,120.48805201292411,360.0,1.0,Semiurban,Y
LP002894,Female,Yes,0,Graduate,No,3478,0,32.814156067516805,360.0,1.0,Semiurban,Y
LP002364,Male,Yes,0,Graduate,No,14410,0,99.17244487661411,360.0,1.0,Semiurban,Y
LP002659,Male,Yes,3+,Graduate,No,3489,3101,151.30423594962133,360.0,1.0,Rural,Y
LP002720,Male,Yes,3+,Graduate,No,4578,0,104.5588752706014,360.0,1.0,Urban,Y
LP001018,Male,Yes,2,Graduate,No,3837,1548,165.07027070079124,360.0,1.0,Urban,Y
LP001996,Male,No,0,Graduate,No,20430,0,482.8646280622638,360.0,1.0,Rural,N
LP002467,Male,Yes,0,Graduate,No,3676,2681,176.56994337671122,360.0,1.0,Urban,N
LP001310,Male,Yes,0,Graduate,No,5698,4197,177.9086405696774,360.0,1.0,Semiurban,Y
LP001036,Female,No,0,Graduate,No,3281,0,80.11392032361391,360.0,0.0,Urban,N
LP001904,Male,Yes,0,Graduate,No,3297,1410,83.62153895533497,360.0,1.0,Urban,Y
LP002187,Male,No,0,Graduate,No,2533,0,99.55978596109756,480.0,1.0,Semiurban,N
LP001917,Female,No,0,Graduate,No,1970,1677,52.122984007346375,360.0,1.0,Urban,Y
LP002487,Male,Yes,0,Graduate,No,2993,2265,150.34107202327243,360.0,1.0,Rural,Y
LP002408,Male,No,0,Graduate,No,3592,4622,182.1234413274773,360.0,1.0,Semiurban,Y
LP001349,Male,No,0,Graduate,No,4466,4056,152.92669301344904,360.0,1.0,Semiurban,Y
LP001327,Female,Yes,0,Graduate,No,2311,2182,140.88004352025942,360.0,1.0,Semiurban,Y
LP001788,Female,No,0,Graduate,Yes,3424,0,123.48126730763575,360.0,,Urban,Y
LP002178,Male,Yes,0,Graduate,No,3022,3310,90.8902297672841,300.0,,Urban,Y
LP001532,Male,Yes,2,Not Graduate,No,2398,0,113.73907797771383,360.0,1.0,Rural,N
LP002347,Male,Yes,0,Graduate,No,3182,1424,137.83175067984484,360.0,1.0,Semiurban,Y
LP001910,Male,No,1,Not Graduate,Yes,3827,2439,154.10214916720946,360.0,0.0,Urban,N
LP002243,Male,Yes,0,Not Graduate,No,3004,3398,,360.0,0.0,Urban,N
LP001131,Male,Yes,0,Graduate,No,4219,2367,130.26675157980674,360.0,1.0,Semiurban,Y
LP001565,Male,Yes,1,Graduate,No,3245,1176,119.15948027244785,360.0,0.0,Semiurban,N
LP002087,Female,No,0,Graduate,No,2534,0,63.44166840075753,360.0,1.0,Urban,Y
LP002917,Female,No,0,Not Graduate,No,2022,0,69.26402146767632,360.0,1.0,Semiurban,Y
